simulation_id,total_evacuated,total_dead,total_injured,total_trapped,average_escape_time,max_density,average_smoke,window_escape_count,total_simulation_time
1,182,103,126,180,171.8186813186813,4.131182795698924,908.1065794006611,0,300
2,190,99,115,176,168.82105263157894,4.131182795698924,920.5586707257852,0,300
3,192,97,117,176,166.58854166666666,4.131182795698924,901.9797642723347,0,300
4,191,100,128,174,162.85340314136127,4.131182795698924,925.1987565771366,0,300
5,187,96,123,182,168.85026737967914,4.131182795698924,935.6396161190296,0,300
6,187,98,127,180,172.33689839572193,4.131182795698924,903.146287252071,0,300
7,189,97,117,179,165.63492063492063,4.131182795698924,908.3241121927524,0,300
8,183,105,125,177,170.75409836065575,4.131182795698924,915.3319488858804,0,300
9,189,103,125,173,168.36507936507937,4.131182795698924,925.6628126032774,0,300
10,188,98,120,179,167.95212765957447,4.131182795698924,903.8155080224698,0,300
11,182,100,133,183,167.33516483516485,4.131182795698924,922.9704277181253,0,300
12,184,99,129,182,167.7391304347826,4.131182795698924,906.7037684928998,0,300
13,193,97,117,175,170.10362694300517,4.131182795698924,921.4768563349669,0,300
14,190,95,122,180,172.1263157894737,4.131182795698924,922.6596265236165,0,300
15,192,96,118,177,165.78645833333334,4.131182795698924,911.4411642630522,0,300
16,179,105,135,181,170.08379888268158,4.131182795698924,908.6674118311828,0,300
17,183,99,132,183,170.86338797814207,4.131182795698924,916.5170835001891,0,300
18,186,101,126,178,164.19892473118279,4.131182795698924,954.3208740249897,0,300
19,186,105,129,174,169.6021505376344,4.131182795698924,926.8483814139788,0,300
20,178,109,131,178,172.0505617977528,4.131182795698924,918.0672626447305,0,300
21,168,109,148,188,175.38690476190476,4.131182795698924,903.7918320242192,0,300
22,191,96,119,178,161.73821989528795,4.131182795698924,917.4676647710428,0,300
23,193,107,130,165,166.86528497409327,4.131182795698924,929.4945954703912,0,300
24,191,98,119,176,165.65968586387436,4.131182795698924,903.3909326221172,0,300
25,182,106,129,177,166.53296703296704,4.131182795698924,910.8329504759733,0,300
26,177,102,133,186,172.76271186440678,4.131182795698924,918.7082003418232,0,300
27,181,94,127,190,166.8342541436464,4.131182795698924,930.526731715165,0,300
28,199,98,109,168,167.5075376884422,4.131182795698924,923.6489136345808,0,300
29,199,90,106,176,164.10050251256283,4.131182795698924,890.7873374573018,0,300
30,187,106,126,172,169.29946524064172,4.131182795698924,900.7186600954955,0,300
31,179,100,120,186,171.25698324022346,4.131182795698924,928.7473910442616,0,300
32,173,103,139,189,172.19653179190752,4.131182795698924,929.0697427129373,0,300
33,201,103,126,161,164.61194029850745,4.131182795698924,933.7989775824175,0,300
34,180,108,134,177,172.51111111111112,4.131182795698924,928.6759674993779,0,300
35,196,100,120,169,162.62755102040816,4.131182795698924,915.1938568146651,0,300
36,179,109,135,177,171.29608938547486,4.131182795698924,922.5806954335794,0,300
37,183,96,126,186,163.02185792349727,4.131182795698924,911.2160199276234,0,300
38,185,104,120,176,166.38918918918918,4.131182795698924,917.2161010368293,0,300
39,186,97,128,182,163.51612903225808,4.131182795698924,919.3120487067724,0,300
40,192,103,117,170,171.125,4.131182795698924,913.2020217593139,0,300
41,182,107,131,176,170.0,4.131182795698924,906.8906447489684,0,300
42,191,101,120,173,169.87958115183247,4.131182795698924,916.836596557262,0,300
43,190,101,120,174,170.82105263157894,4.131182795698924,911.8192054684584,0,300
44,190,98,116,177,162.97894736842105,4.131182795698924,919.05160482085,0,300
45,188,102,121,175,168.31382978723406,4.131182795698924,911.1734749873107,0,300
46,185,104,126,176,170.82162162162163,4.131182795698924,914.0699859110142,0,300
47,181,99,126,185,168.060773480663,4.131182795698924,912.2042611328388,0,300
48,191,102,124,172,165.9895287958115,4.131182795698924,922.0070157829548,0,300
49,184,102,125,179,163.08152173913044,4.131182795698924,921.0371736414854,0,300
50,185,99,127,181,167.40540540540542,4.131182795698924,935.4648332420612,0,300
