simulation_id,total_evacuated,total_dead,total_injured,total_trapped,average_escape_time,max_density,average_smoke,window_escape_count,total_simulation_time
1,189,124,152,152,161.21693121693121,4.131182795698924,1012.828677714852,0,300
2,189,120,155,156,168.2010582010582,4.131182795698924,1007.0887374180431,0,300
3,189,123,149,153,165.0793650793651,4.131182795698924,1004.6051512910798,0,300
4,176,126,153,163,164.4318181818182,4.131182795698924,1007.2149569195385,0,300
5,185,123,146,157,169.84864864864866,4.131182795698924,1012.1342344770704,0,300
6,183,123,147,159,169.07650273224044,4.131182795698924,965.0301773518199,0,300
7,176,125,157,164,167.8806818181818,4.131182795698924,1006.6730889894441,0,300
8,176,121,152,168,171.5909090909091,4.131182795698924,1006.4063983283316,0,300
9,188,124,143,153,167.11170212765958,4.131182795698924,991.7966089262441,0,300
10,188,119,143,158,162.7287234042553,4.131182795698924,1009.4933380383129,0,300
11,187,126,151,152,166.25133689839572,4.131182795698924,1016.7183936073259,0,300
12,189,114,151,162,158.3068783068783,4.131182795698924,995.5361147246634,0,300
13,175,124,165,166,160.38857142857142,4.131182795698924,1009.4249938394502,0,300
14,183,123,145,159,164.50273224043715,4.131182795698924,998.8408132491385,0,300
15,175,133,155,157,164.85142857142858,4.131182795698924,1025.3221179312343,0,300
16,191,111,140,163,163.58115183246073,4.131182795698924,1009.654567897506,0,300
17,185,124,152,156,167.83243243243243,4.131182795698924,1004.3051765952383,0,300
18,198,112,132,155,159.84343434343435,4.131182795698924,1016.8082681697483,0,300
19,185,131,153,149,164.81621621621622,4.131182795698924,1017.4872933198884,0,300
20,187,120,150,158,165.57754010695186,4.131182795698924,1001.8078984866415,0,300
21,182,117,145,166,168.4010989010989,4.131182795698924,977.570258185255,0,300
22,189,106,140,170,159.88888888888889,4.131182795698924,1018.1273685032005,0,300
23,172,121,162,172,169.74418604651163,4.131182795698924,1004.2328300136204,0,300
24,198,117,135,150,167.7929292929293,4.131182795698924,1024.1401882245018,0,300
25,183,116,154,166,164.55191256830602,4.131182795698924,1002.4240517490978,0,300
26,178,115,146,172,168.1629213483146,4.131182795698924,984.6385361546154,0,300
27,185,127,145,153,162.1135135135135,4.131182795698924,1014.2598153084392,0,300
28,182,116,151,167,170.5989010989011,4.131182795698924,995.5209829395885,0,300
29,178,110,148,177,173.02808988764045,4.131182795698924,986.7242345366751,0,300
30,179,131,146,155,170.80446927374302,4.131182795698924,1000.4921212166423,0,300
31,181,118,146,166,162.3038674033149,4.131182795698924,1003.2552867319063,0,300
32,184,121,152,160,162.5054347826087,4.131182795698924,997.5464890736217,0,300
33,190,123,142,152,164.45263157894738,4.131182795698924,980.3626022912935,0,300
34,183,127,169,155,168.672131147541,4.131182795698924,1015.5407089171683,0,300
35,196,116,142,153,163.3622448979592,4.131182795698924,1033.519831066318,0,300
36,178,125,157,162,162.59550561797752,4.131182795698924,984.9504687183971,0,300
37,190,124,151,151,163.62105263157895,4.131182795698924,1012.5222527617092,0,300
38,183,121,155,161,163.33879781420765,4.131182795698924,1008.8919636251405,0,300
39,187,117,149,161,158.47058823529412,4.131182795698924,1014.7051355808849,0,300
40,185,114,142,166,166.8918918918919,4.131182795698924,983.9839307929948,0,300
41,173,121,164,171,170.47398843930637,4.131182795698924,1007.9822586824372,0,300
42,194,116,142,155,167.0463917525773,4.131182795698924,1013.884927530475,0,300
43,186,113,158,166,160.44623655913978,4.131182795698924,1031.7565413890159,0,300
44,186,118,143,161,165.90860215053763,4.131182795698924,985.5489501827831,0,300
45,170,127,170,168,167.51764705882354,4.131182795698924,1011.0331260722752,0,300
46,190,112,139,163,165.17368421052632,4.131182795698924,997.6709713238354,0,300
47,189,118,139,158,165.9100529100529,4.131182795698924,992.5538298227266,0,300
48,186,119,144,160,167.9784946236559,4.131182795698924,1005.5336272114391,0,300
49,190,113,148,162,165.74736842105264,4.131182795698924,1010.9597257234528,0,300
50,194,113,131,158,163.22680412371133,4.131182795698924,988.2500555866833,0,300
