,mean,std,margin_of_error,ci_lower,ci_upper,confidence_level
total_evacuated,186.4,6.4712866588035,1.7937161857797639,184.60628381422023,188.19371618577978,0.95
total_dead,100.92,4.265858767048924,1.1824139958777409,99.73758600412226,102.10241399587774,0.95
total_injured,124.84,7.448763765394434,2.0646540378274905,122.77534596217251,126.9046540378275,0.95
total_trapped,177.68,5.814970124688553,1.6117978668569974,176.06820213314302,179.291797866857,0.95
average_escape_time,168.12913539538349,3.278940937151602,0.9088593569230243,167.22027603846047,169.0379947523065,0.95
