metric,distribution,aic,bic,log_likelihood,best_fit
total_evacuated,normal,308.01096933198266,311.835015342839,-152.00548466599133,True
total_evacuated,lognormal,309.91157652641823,315.64764554270266,-151.95578826320912,False
total_evacuated,weibull,316.71135904730926,322.4474280635937,-155.35567952365463,False
total_dead,normal,293.0199209315133,296.8439669423696,-144.50996046575665,True
total_dead,lognormal,296.1173129755906,301.85338199187504,-145.0586564877953,False
total_dead,weibull,294.69595554263805,300.4320245589225,-144.34797777131902,False
average_escape_time,normal,256.44400867884747,260.2680546897038,-126.22200433942375,True
average_escape_time,lognormal,258.1742702006897,263.91033921697414,-126.08713510034485,False
average_escape_time,weibull,269.86939739034847,275.6054664066329,-131.93469869517423,False
