metric,original_mean,bootstrap_mean,bootstrap_std,bootstrap_ci_lower,bootstrap_ci_upper
total_evacuated,187.92,187.89694,0.7262598959050404,186.4,189.3405
total_dead,99.58,99.59152,0.5978823375882582,98.4,100.76050000000001
total_trapped,177.5,177.48396000000002,0.8092289653738304,175.95950000000002,179.0805
