tiempo,evacuados,muertos,heridos,vivos,humo_promedio,densidad_promedio
43,2,22,29,441,4.788676864034393,3.3945578231292517
44,2,25,31,438,5.010310601915292,3.3310502283105023
45,2,25,31,438,5.3338946416110975,3.2968036529680367
46,2,26,31,437,5.5895205869834585,3.2013729977116703
47,2,26,31,437,5.780535210678469,3.0961098398169336
48,2,26,32,437,5.965468153684672,3.077803203661327
49,3,27,33,435,6.201237529830011,3.0482758620689654
50,3,28,35,434,6.5898956355744716,2.9723502304147464
51,3,28,35,434,6.837320055219787,2.9308755760368665
52,4,28,35,433,7.0726223346486945,2.903002309468822
53,4,28,36,433,7.340691189933403,2.8475750577367207
54,4,29,37,432,7.573436501328819,2.872685185185185
55,5,29,38,431,8.030130399377827,2.8097447795823665
56,5,30,40,430,8.322175372157956,2.7627906976744185
57,6,30,41,429,8.644480502870204,2.7296037296037294
58,7,31,43,427,8.941342830010532,2.6651053864168617
59,7,31,44,427,9.209667731484275,2.676814988290398
60,7,32,45,426,9.704074742359968,2.60093896713615
61,9,32,48,424,10.142861797990506,2.6014150943396226
62,10,32,50,423,10.617734096005178,2.574468085106383
63,10,35,51,420,11.102220479521232,2.6404761904761904
64,10,35,53,420,11.504204503067953,2.580952380952381
65,11,36,53,418,12.053355160013922,2.514354066985646
66,12,37,53,416,12.510350439215314,2.5216346153846154
67,12,38,55,415,12.977970950570466,2.4698795180722892
68,13,41,55,411,13.414956479857455,2.437956204379562
69,14,41,57,410,13.841469588289547,2.402439024390244
70,15,41,58,409,14.685937493486858,2.388753056234719
71,15,42,62,408,15.287247782485558,2.4166666666666665
72,16,44,64,405,15.835656290352041,2.4024691358024692
73,17,44,67,404,16.358044302796376,2.3316831683168315
74,18,45,67,402,16.9208638329668,2.325870646766169
75,18,45,69,402,17.52132687891788,2.298507462686567
76,19,46,72,400,18.031335516957324,2.3125
77,21,47,73,397,18.670780065802646,2.297229219143577
78,21,48,79,396,19.219750616067184,2.287878787878788
79,22,48,82,395,19.875849755367692,2.2810126582278483
80,22,53,86,390,20.412863990851417,2.317948717948718
81,23,56,88,386,20.967258352527328,2.2875647668393784
82,23,58,91,384,21.755719508312684,2.375
83,25,59,95,381,22.874708979143325,2.351706036745407
84,26,62,97,377,24.65754857969893,2.2148541114058355
85,26,63,98,376,27.61317598608732,2.2074468085106385
86,27,64,98,374,31.361732360497516,2.192513368983957
87,28,69,98,368,35.18570493022639,2.176630434782609
88,28,73,98,364,39.073439729347676,2.241758241758242
89,30,79,98,356,43.2782815791326,2.207865168539326
90,30,85,98,350,48.22550951674976,2.2914285714285714
91,31,90,99,344,54.087340151989714,2.258720930232558
92,32,90,99,343,60.42371791831479,2.323615160349854
93,33,90,99,342,67.11228554265318,2.216374269005848
94,34,90,99,341,73.99101858380122,2.2991202346041058
95,35,91,99,339,81.71145910675008,2.2684365781710913
96,35,91,99,339,89.10639412844041,2.3392330383480826
97,36,91,99,338,96.45710749275823,2.3165680473372783
98,37,91,99,337,103.80636407861145,2.293768545994065
99,37,91,99,337,111.31324511257341,2.3887240356083086
100,38,91,99,336,119.08774804875539,2.3214285714285716
101,38,91,99,336,126.70150335548998,2.363095238095238
102,39,91,99,335,134.35492372589704,2.4208955223880597
103,39,91,99,335,142.31610429692148,2.391044776119403
104,40,91,99,334,150.81188939898084,2.464071856287425
105,41,91,99,333,159.23193452809988,2.4864864864864864
106,42,91,99,332,167.63468758178018,2.5150602409638556
107,43,91,99,331,176.06843492512354,2.486404833836858
108,43,91,99,331,184.51620736299787,2.583081570996979
109,43,91,99,331,193.03360207475697,2.4622356495468276
110,44,91,99,330,201.81007493604633,2.496969696969697
111,44,91,99,330,210.5833455735323,2.503030303030303
112,45,92,99,328,219.3718801616822,2.466463414634146
113,46,92,99,327,228.1845070484836,2.452599388379205
114,47,92,99,326,237.0800837554151,2.5460122699386503
115,47,92,99,326,246.04885675310263,2.5337423312883436
116,47,92,99,326,255.07295725341177,2.5828220858895707
117,48,92,99,325,264.125419224157,2.609230769230769
118,49,92,99,324,273.207075576098,2.5555555555555554
119,49,92,99,324,282.34497597522875,2.5555555555555554
120,50,92,99,323,291.5341714265769,2.5634674922600618
121,50,92,99,323,300.79488652220476,2.5603715170278636
122,50,92,99,323,310.1357533558354,2.585139318885449
123,51,92,99,322,319.6023250853729,2.6335403726708075
124,51,92,99,322,329.13073617131863,2.62111801242236
125,52,92,99,321,338.7583071796801,2.660436137071651
126,53,92,99,320,348.45529026256423,2.646875
127,54,92,99,319,358.2009920546312,2.652037617554859
128,55,92,99,318,368.0184024480339,2.6257861635220126
129,56,92,99,317,378.00140224929567,2.6151419558359623
130,56,92,99,317,388.0293326089251,2.684542586750789
131,57,92,99,316,398.1306777360487,2.7373417721518987
132,58,92,99,315,408.3032699865269,2.7365079365079366
133,59,92,99,314,418.58926031216225,2.754777070063694
134,60,92,99,313,428.9170020441717,2.7220447284345046
135,61,92,99,312,439.31245271746377,2.766025641025641
136,62,92,99,311,449.8600044981355,2.717041800643087
137,62,92,99,311,460.99569146352906,2.672025723472669
138,63,92,99,310,471.95915431333714,2.7129032258064516
139,64,92,99,309,482.8842363752616,2.7313915857605178
140,65,92,100,308,493.78718384133657,2.7305194805194803
141,66,92,100,307,504.7328216944285,2.755700325732899
142,67,92,100,306,515.7581114306922,2.823529411764706
143,67,93,100,305,526.834507639899,2.8295081967213114
144,68,93,100,304,537.9401739369741,2.8125
145,69,93,101,303,549.1035278506632,2.772277227722772
146,70,93,101,302,560.303886420163,2.8211920529801326
147,70,93,101,302,571.5146422756594,2.7549668874172184
148,70,93,101,302,582.8370816844365,2.8410596026490067
149,71,93,101,301,594.2496403216758,2.956810631229236
150,72,93,101,300,605.6980160667824,2.93
151,73,93,101,299,617.2065888665874,2.7525083612040135
152,73,93,101,299,628.8255635526472,2.8528428093645486
153,74,93,101,298,640.5070200492172,2.8422818791946307
154,75,93,101,297,652.2255831695112,2.814814814814815
155,76,93,101,296,664.0024710125728,2.85472972972973
156,77,93,101,295,675.8143773716481,2.9152542372881354
157,78,93,101,294,687.662308729289,2.8299319727891157
158,78,93,101,294,699.6169801091706,2.877551020408163
159,79,94,102,292,711.5798264053615,2.893835616438356
160,80,94,102,291,723.576622971235,2.8006872852233675
161,80,94,102,291,735.6645254686309,2.8350515463917527
162,81,94,102,290,747.762211594623,2.913793103448276
163,82,94,102,289,759.9619495604323,2.8408304498269894
164,82,94,102,289,772.2688856582289,2.8961937716262978
165,83,94,102,288,784.5831744043553,2.8854166666666665
166,84,94,103,287,796.9802529081232,2.857142857142857
167,85,94,103,286,809.4632746791093,2.800699300699301
168,86,94,103,285,822.0018663204286,2.863157894736842
169,87,94,103,284,834.5689441032583,2.8556338028169015
170,88,94,103,283,847.1689240959734,2.8374558303886928
171,88,94,104,283,859.8556712146046,2.8798586572438163
172,89,94,104,282,872.6529925768427,2.882978723404255
173,90,94,104,281,885.4839992487668,2.8185053380782916
174,91,94,104,280,898.4337035427684,2.960714285714286
175,92,95,104,278,911.4179278537644,2.9388489208633093
176,93,96,104,276,924.5882323862269,2.9420289855072466
177,93,96,106,276,937.7667301475217,2.9565217391304346
178,94,96,106,275,950.9838371711077,2.9745454545454546
179,95,96,108,274,964.3076755136277,2.9525547445255476
180,96,96,109,273,977.7172677233219,2.9157509157509156
181,97,96,109,272,991.1936420369874,2.922794117647059
182,98,96,109,271,1004.7552396038571,2.907749077490775
183,99,97,109,269,1018.4104531053997,2.903345724907063
184,99,97,109,269,1032.096307391508,2.9182156133828996
185,100,98,109,267,1045.7942351487807,2.898876404494382
186,101,98,109,266,1059.5325090682481,2.838345864661654
187,102,98,109,265,1073.3534792623348,2.9773584905660377
188,102,98,109,265,1087.2367688793693,3.030188679245283
189,103,98,109,264,1101.155870341726,2.9734848484848486
190,104,100,109,261,1115.131401389677,3.0766283524904217
191,105,100,109,260,1129.1531961866053,3.0346153846153845
192,106,100,109,259,1143.2408233292683,3.0656370656370657
193,107,100,109,258,1157.4420453768246,3.0426356589147288
194,108,101,109,256,1171.731793243986,3.05078125
195,108,102,109,255,1186.1317931813453,3.070588235294118
196,109,102,109,254,1200.6388060851943,3.1141732283464565
197,110,104,109,251,1215.173597856474,3.039840637450199
198,111,105,109,249,1229.785834899762,3.036144578313253
199,112,105,109,248,1244.5103896556993,2.995967741935484
200,113,105,109,247,1259.3078975269284,2.9757085020242915
201,113,105,109,247,1274.1790262131353,2.935222672064777
202,114,105,109,246,1289.0808120211266,2.9715447154471546
203,115,105,109,245,1304.0413481574888,3.0408163265306123
204,115,105,109,245,1319.0570917443686,3.024489795918367
205,116,105,109,244,1334.1313001237152,3.0778688524590163
206,116,105,110,244,1349.2118492056336,3.0491803278688523
207,117,105,110,243,1364.379461143082,2.9794238683127574
208,118,105,110,242,1379.6252670755712,2.958677685950413
209,118,105,110,242,1394.951503391206,2.975206611570248
210,118,105,110,242,1410.3639066025803,3.0082644628099175
211,119,105,110,241,1425.8378131106701,2.987551867219917
212,119,105,110,241,1441.3714157338597,2.9502074688796682
213,120,105,110,240,1456.913955657978,2.975
214,120,106,110,239,1472.5117644682482,2.98744769874477
215,121,106,110,238,1488.1712548758037,2.9327731092436973
216,121,106,110,238,1503.922296756581,3.0
217,122,106,110,237,1519.7611426804237,3.021097046413502
218,123,106,110,236,1535.6874475119241,3.097457627118644
219,124,106,110,235,1551.72161104421,3.046808510638298
220,125,106,110,234,1567.8387186369375,3.0213675213675213
221,126,106,110,233,1584.016756514637,3.0257510729613735
222,126,106,110,233,1600.2525216385345,3.0343347639484977
223,127,106,110,232,1616.5476280370126,3.0732758620689653
224,128,106,110,231,1632.902514724985,3.038961038961039
225,129,106,110,230,1649.3477357891131,2.9521739130434783
226,130,106,110,229,1665.800127875497,3.0262008733624453
227,130,106,110,229,1682.3492481007752,3.0262008733624453
228,131,106,110,228,1699.004078637181,2.969298245614035
229,132,106,111,227,1715.8780784799094,3.0748898678414096
230,133,106,111,226,1732.8820111821167,3.0442477876106193
231,133,106,111,226,1750.0943044198762,3.0265486725663715
232,134,106,111,225,1767.3601505260478,3.102222222222222
233,135,106,111,224,1784.735226922358,3.0535714285714284
234,135,106,111,224,1802.1850354380197,2.9910714285714284
235,136,106,111,223,1819.740941682627,3.0672645739910314
236,136,106,111,223,1837.3535081515215,3.116591928251121
237,137,106,111,222,1855.0444880628665,3.09009009009009
238,137,106,111,222,1872.8718594267389,3.135135135135135
239,138,106,111,221,1890.7278409696305,3.1040723981900453
240,139,106,111,220,1908.6149672765023,3.140909090909091
241,140,106,111,219,1926.5807740837747,3.136986301369863
242,140,106,111,219,1944.5797497341155,3.228310502283105
243,141,106,111,218,1962.6974034861198,3.123853211009174
244,142,106,111,217,1980.875127844157,3.032258064516129
245,143,106,111,216,1999.1633119702756,3.1064814814814814
246,144,106,111,215,2017.534564767633,3.088372093023256
247,145,106,111,214,2036.044407777049,3.032710280373832
248,146,106,111,213,2054.608774861251,3.0892018779342725
249,147,106,111,212,2073.2324515818805,3.056603773584906
250,147,106,111,212,2091.9015381620748,3.19811320754717
251,148,106,111,211,2110.6030799329005,3.071090047393365
252,149,106,111,210,2129.4183313558424,3.0428571428571427
253,150,107,111,208,2148.238375231754,3.105769230769231
254,151,107,111,207,2167.1201545437925,3.0531400966183573
255,152,107,111,206,2186.14308128424,3.0485436893203883
256,152,107,111,206,2205.331454149225,2.9805825242718447
257,153,107,111,205,2224.6027134547426,2.9853658536585366
258,153,107,111,205,2243.985433788111,3.0878048780487806
259,154,107,111,204,2263.4722001209375,3.049019607843137
260,154,107,111,204,2283.12024017438,3.0588235294117645
261,155,107,112,203,2302.8421015779027,3.0344827586206895
262,156,107,112,202,2322.61924689008,3.0742574257425743
263,157,107,112,201,2342.427052339946,3.0199004975124377
264,157,107,113,201,2362.2668345027773,3.08955223880597
265,158,107,117,200,2382.1396628451034,3.065
266,159,107,118,199,2402.0953946438153,3.0351758793969847
267,160,107,118,198,2422.111404223751,3.0656565656565657
268,161,107,118,197,2442.236212850303,3.0913705583756346
269,161,107,118,197,2462.542185615834,3.0710659898477157
270,162,107,119,196,2482.879649272784,2.9846938775510203
271,163,107,119,195,2503.271138605254,3.0256410256410255
272,164,107,119,194,2523.708228544327,3.0309278350515463
273,164,107,120,194,2544.220935079,3.020618556701031
274,165,107,121,193,2564.8574605481053,3.0
275,165,107,121,193,2585.569668568636,3.1036269430051813
276,166,107,121,192,2606.3330578048262,2.9947916666666665
277,167,107,121,191,2627.1985359756354,2.931937172774869
278,168,107,121,190,2648.144988834866,2.9210526315789473
279,169,107,123,189,2669.1453384589236,3.005291005291005
280,170,107,124,188,2690.1970082262833,2.9680851063829787
281,170,107,124,188,2711.301621260259,3.0106382978723403
282,171,107,124,187,2732.4720211159047,3.0267379679144386
283,172,107,125,186,2753.7597273605547,2.9838709677419355
284,173,107,125,185,2775.1482106474677,3.081081081081081
285,174,107,127,184,2796.67052807945,2.9402173913043477
286,175,107,127,183,2818.191040787149,2.9726775956284155
287,176,107,128,182,2839.8091684901383,3.131868131868132
288,176,107,128,182,2861.5236655843078,3.076923076923077
289,177,107,128,181,2883.4607076797724,2.977900552486188
290,177,107,128,181,2905.4604779779934,2.9668508287292816
291,178,107,128,180,2927.4541993300854,2.9611111111111112
292,179,107,128,179,2949.564772695509,3.0446927374301676
293,179,107,130,179,2971.7906804144786,3.111731843575419
294,179,107,131,179,2994.04852317136,2.9441340782122905
295,180,107,132,178,3016.3970097122215,2.9831460674157304
296,181,108,132,176,3038.8171682140787,3.0113636363636362
297,181,108,132,176,3061.309745374364,3.0113636363636362
298,182,108,133,175,3083.918477552457,3.0514285714285716
299,182,108,133,175,3106.5384979772334,3.045714285714286
