tiempo,evacuados,muertos,heridos,vivos,humo_promedio,densidad_promedio
92,50,157,223,493,62.45697784423828,3.0365111561866125
93,50,157,223,493,69.12035369873047,3.04868154158215
94,50,157,223,493,76.00009155273438,3.0162271805273835
95,51,158,224,491,83.70091247558594,3.109979633401222
96,52,158,224,490,91.07684326171875,3.0979591836734692
97,53,159,224,488,98.43250274658203,3.0901639344262297
98,55,159,224,486,105.78773498535156,3.1440329218106995
99,55,159,224,486,113.32469177246094,3.111111111111111
100,56,159,225,485,121.15281677246094,3.1278350515463917
101,56,160,225,484,128.82843017578125,3.115702479338843
102,57,160,226,483,136.57395935058594,3.124223602484472
103,57,160,226,483,144.6287078857422,3.198757763975155
104,58,160,226,482,153.2764892578125,3.203319502074689
105,59,160,226,481,161.8445281982422,3.1746361746361744
106,59,160,226,481,170.4181365966797,3.187110187110187
107,60,160,226,480,178.99839782714844,3.2125
108,61,160,226,479,187.64601135253906,3.2630480167014615
109,62,160,226,478,196.31202697753906,3.2343096234309625
110,63,160,226,477,205.28384399414062,3.2054507337526204
111,64,160,227,476,214.22706604003906,3.197478991596639
112,65,160,227,475,223.2132568359375,3.2063157894736842
113,66,160,227,474,232.2240447998047,3.1772151898734178
114,66,160,227,474,241.28659057617188,3.2151898734177213
115,67,160,227,473,250.37815856933594,3.186046511627907
116,68,160,227,472,259.57086181640625,3.2542372881355934
117,69,160,228,471,268.8164978027344,3.254777070063694
118,69,160,228,471,278.1145324707031,3.208067940552017
119,70,160,228,470,287.4397888183594,3.2425531914893617
120,70,160,228,470,296.7912902832031,3.276595744680851
121,71,160,228,469,306.1686096191406,3.2899786780383797
122,72,160,228,468,315.5713806152344,3.2606837606837606
123,73,160,228,467,325.2007751464844,3.325481798715203
124,73,160,228,467,335.022705078125,3.2955032119914347
125,74,160,229,466,344.91400146484375,3.3605150214592276
126,75,160,229,465,354.84991455078125,3.356989247311828
127,76,160,230,464,364.82684326171875,3.353448275862069
128,77,160,230,463,374.8768615722656,3.345572354211663
129,77,160,230,463,384.9986877441406,3.3412526997840173
130,78,160,230,462,395.16510009765625,3.303030303030303
131,79,160,230,461,405.4037170410156,3.3253796095444685
132,79,160,230,461,415.6595153808594,3.3036876355748372
133,80,161,230,459,425.932373046875,3.3703703703703702
134,81,161,230,458,436.27288818359375,3.4148471615720526
135,82,161,231,457,446.6300048828125,3.4201312910284463
136,83,161,231,456,457.1163330078125,3.495614035087719
137,84,161,231,455,468.12158203125,3.4307692307692306
138,84,161,231,455,478.9496154785156,3.426373626373626
139,85,161,231,454,489.7140197753906,3.392070484581498
140,85,161,231,454,500.4586181640625,3.4273127753303965
141,86,162,231,452,511.2659912109375,3.4026548672566372
142,86,162,232,452,522.1007690429688,3.4469026548672566
143,87,163,232,450,532.9414672851562,3.4266666666666667
144,88,163,232,449,543.8131713867188,3.4187082405345213
145,89,163,232,448,554.7385864257812,3.4419642857142856
146,90,163,232,447,565.7183227539062,3.4384787472035794
147,91,163,232,446,576.756591796875,3.408071748878924
148,92,163,232,445,587.891845703125,3.3325842696629215
149,93,163,232,444,599.1145629882812,3.369369369369369
150,94,164,232,442,610.39599609375,3.3936651583710407
151,94,164,232,442,621.7816162109375,3.3665158371040724
152,95,164,233,441,633.1725463867188,3.36281179138322
153,96,164,233,440,644.6978149414062,3.3545454545454545
154,97,164,234,439,656.2551879882812,3.3826879271070616
155,98,165,234,437,667.8458862304688,3.402745995423341
156,98,165,234,437,679.52099609375,3.389016018306636
157,99,165,234,436,691.2030639648438,3.3623853211009176
158,99,165,234,436,702.9158325195312,3.3990825688073394
159,100,165,234,435,714.6551513671875,3.4367816091954024
160,101,165,234,434,726.4307861328125,3.327188940092166
161,102,165,235,433,738.2164306640625,3.3140877598152425
162,102,165,235,433,750.1168212890625,3.4295612009237875
163,103,165,235,432,762.1063232421875,3.412037037037037
164,103,165,235,432,774.1780395507812,3.4953703703703702
165,104,165,236,431,786.3828125,3.4037122969837585
166,105,165,237,430,798.6950073242188,3.4465116279069767
167,106,165,237,429,811.0171508789062,3.3776223776223775
168,107,165,238,428,823.3955078125,3.4158878504672896
169,107,165,238,428,835.8115234375,3.4299065420560746
170,107,165,239,428,848.3588256835938,3.4485981308411215
171,108,165,242,427,860.9842529296875,3.430913348946136
172,109,166,243,425,873.6688842773438,3.4752941176470586
173,109,167,246,424,886.4147338867188,3.4858490566037736
174,110,167,247,423,899.2675170898438,3.4491725768321513
175,111,167,247,422,912.1707153320312,3.4170616113744074
176,112,167,248,421,925.0801391601562,3.456057007125891
177,113,167,249,420,938.019775390625,3.4857142857142858
178,113,167,251,420,950.9924926757812,3.433333333333333
179,114,168,252,418,964.0662231445312,3.449760765550239
180,115,168,252,417,977.1702880859375,3.4412470023980815
181,116,168,253,416,990.38623046875,3.4375
182,117,169,254,414,1003.6361083984375,3.429951690821256
183,118,169,254,413,1016.972412109375,3.469733656174334
184,119,169,254,412,1030.343017578125,3.4514563106796117
185,119,170,254,411,1043.7493896484375,3.4817518248175183
186,120,170,254,410,1057.1932373046875,3.4292682926829268
187,121,170,255,409,1070.718017578125,3.4009779951100243
188,122,171,255,407,1084.296875,3.4176904176904177
189,123,171,255,406,1097.9329833984375,3.438423645320197
190,123,172,255,405,1111.676025390625,3.4
191,124,172,256,404,1125.4267578125,3.371287128712871
192,125,173,257,402,1139.267578125,3.328358208955224
193,126,176,257,398,1153.11572265625,3.3316582914572863
194,127,177,258,396,1167.02734375,3.3484848484848486
195,128,178,258,394,1181.02978515625,3.3299492385786804
196,129,179,259,392,1195.0418701171875,3.4183673469387754
197,129,180,261,391,1209.1177978515625,3.342710997442455
198,130,181,263,389,1223.3299560546875,3.3496143958868894
199,130,181,265,389,1237.6734619140625,3.4473007712082264
200,131,181,266,388,1252.10693359375,3.4536082474226806
201,132,181,267,387,1266.6768798828125,3.4444444444444446
202,133,181,268,386,1281.3079833984375,3.4196891191709846
203,133,181,269,386,1296.0302734375,3.4041450777202074
204,134,181,270,385,1310.8341064453125,3.4363636363636365
205,135,181,272,384,1325.649169921875,3.4583333333333335
206,136,181,272,383,1340.558837890625,3.4177545691906004
207,136,182,272,382,1355.5576171875,3.4293193717277486
208,137,183,272,380,1370.568115234375,3.3947368421052633
209,138,183,272,379,1385.640625,3.390501319261214
210,138,183,272,379,1400.7525634765625,3.41688654353562
211,139,183,273,378,1415.92724609375,3.3703703703703702
212,140,184,274,376,1431.2178955078125,3.3882978723404253
213,140,184,275,376,1446.6734619140625,3.372340425531915
214,141,186,276,373,1462.1832275390625,3.3753351206434314
215,142,186,276,372,1477.77294921875,3.3655913978494625
216,142,186,276,372,1493.37255859375,3.424731182795699
217,143,186,278,371,1509.0576171875,3.420485175202156
218,143,187,278,370,1524.8812255859375,3.4054054054054053
219,144,188,278,368,1540.740966796875,3.4239130434782608
220,145,189,279,366,1556.7008056640625,3.4371584699453552
221,146,190,280,364,1572.717041015625,3.3956043956043955
222,146,190,280,364,1588.741455078125,3.401098901098901
223,147,191,280,362,1604.802490234375,3.43646408839779
224,148,192,283,360,1620.927734375,3.488888888888889
225,149,192,283,359,1637.193115234375,3.5069637883008355
226,150,192,283,358,1653.539794921875,3.463687150837989
227,151,192,284,357,1669.9930419921875,3.4481792717086837
228,152,192,286,356,1686.5045166015625,3.3707865168539324
229,152,192,287,356,1703.076416015625,3.331460674157303
230,153,192,288,355,1719.7080078125,3.428169014084507
231,154,193,291,353,1736.3463134765625,3.396600566572238
232,154,194,291,352,1753.0687255859375,3.3863636363636362
233,155,194,292,351,1769.8626708984375,3.3874643874643873
234,155,196,293,349,1786.7939453125,3.4068767908309456
235,156,196,294,348,1803.77490234375,3.396551724137931
236,157,196,294,347,1820.7874755859375,3.409221902017291
237,157,196,295,347,1837.8035888671875,3.363112391930836
238,158,196,295,346,1854.9508056640625,3.445086705202312
239,159,198,295,343,1872.1412353515625,3.443148688046647
240,160,199,296,341,1889.430419921875,3.4457478005865103
241,161,200,297,339,1906.84423828125,3.471976401179941
242,162,200,299,338,1924.417236328125,3.4497041420118344
243,163,200,300,337,1942.0953369140625,3.4154302670623147
244,163,200,300,337,1959.7711181640625,3.4094955489614245
245,164,203,301,333,1977.5247802734375,3.3483483483483485
246,165,204,302,331,1995.3875732421875,3.392749244712991
247,165,205,303,330,2013.3280029296875,3.3515151515151516
248,165,205,304,330,2031.3985595703125,3.3515151515151516
249,165,205,306,330,2049.573974609375,3.327272727272727
250,166,206,306,328,2067.84912109375,3.3719512195121952
251,167,207,308,326,2086.124267578125,3.3190184049079754
252,167,209,309,324,2104.47607421875,3.3395061728395063
253,167,210,309,323,2122.929931640625,3.3157894736842106
254,167,215,310,318,2141.468994140625,3.2641509433962264
255,167,215,310,318,2160.16357421875,3.2767295597484276
256,167,216,310,317,2178.912841796875,3.359621451104101
257,167,217,311,316,2197.7978515625,3.411392405063291
258,168,217,313,315,2216.77685546875,3.380952380952381
259,169,217,314,314,2235.910400390625,3.4585987261146496
260,169,218,315,313,2255.12255859375,3.4089456869009584
261,169,220,316,311,2274.364990234375,3.392282958199357
262,169,220,317,311,2293.74267578125,3.482315112540193
263,170,221,318,309,2313.19921875,3.504854368932039
264,171,222,318,307,2332.810302734375,3.462540716612378
265,171,224,319,305,2352.50439453125,3.40655737704918
266,172,224,322,304,2372.331298828125,3.348684210526316
267,173,226,323,301,2392.208740234375,3.2790697674418605
268,174,226,325,300,2412.107421875,3.4133333333333336
269,174,227,325,299,2432.0615234375,3.3076923076923075
270,174,228,326,298,2452.065185546875,3.3758389261744965
271,174,228,328,298,2472.097900390625,3.3288590604026846
272,174,228,329,298,2492.2294921875,3.3624161073825505
273,175,228,332,297,2512.409423828125,3.3636363636363638
274,176,228,332,296,2532.637939453125,3.3783783783783785
275,177,229,333,294,2552.94189453125,3.3197278911564627
276,178,229,334,293,2573.270751953125,3.348122866894198
277,178,230,335,292,2593.6982421875,3.2465753424657535
278,179,231,337,290,2614.154052734375,3.2413793103448274
279,180,231,337,289,2634.69580078125,3.311418685121107
280,180,232,338,288,2655.305908203125,3.3055555555555554
281,181,232,338,287,2675.97314453125,3.3205574912891986
282,181,234,339,285,2696.783203125,3.3228070175438598
283,182,235,340,283,2717.69873046875,3.2614840989399294
284,182,236,342,282,2738.6826171875,3.326241134751773
285,183,239,342,278,2759.713134765625,3.381294964028777
286,184,241,344,275,2780.9599609375,3.290909090909091
287,184,243,344,273,2802.294921875,3.227106227106227
288,185,243,344,272,2823.7060546875,3.286764705882353
289,186,243,345,271,2845.2421875,3.302583025830258
290,186,244,346,270,2866.848388671875,3.2962962962962963
291,187,245,347,268,2888.5263671875,3.2238805970149254
292,188,245,347,267,2910.2548828125,3.2771535580524342
293,188,246,349,266,2932.056884765625,3.2330827067669174
294,189,248,350,263,2953.97119140625,3.2129277566539924
295,190,251,350,259,2975.982421875,3.0926640926640925
296,191,252,351,257,2998.069091796875,3.178988326848249
297,191,254,351,255,3020.201416015625,3.3137254901960786
298,192,256,351,252,3042.3681640625,3.3015873015873014
299,193,257,352,250,3064.63330078125,3.232
